1751106295, 3839771
1276928268, 972408
3117140139, 2884
301635978, 776637
1578122087, 24127
2917340981, 199268
1946789739, 26467
853493842, 12480
2581943548, 51601
2402554720, 6430
1979852358, 2147385
1052159495, 7650
940804748, 237297
441126813, 1546049
2849684241, 5465
1840903239, 32825
3091993168, 8171
725943371, 184511
536673569, 332318
1531609362, 28980
2231144343, 3132
1450842077, 2980339
2512279876, 4815311
2058169296, 3740191
471209854, 313152
606079177, 2040851
1368958023, 2986724
987889907, 1562661
879519963, 20923
70681908, 198215
1299470617, 183722
541088939, 31554
1723647365, 3216
2910057477, 17570
1846261976, 362751
1917587532, 765078
2430404543, 7824
1262554327, 126787
1746575665, 49728
243356667, 443631
34817368, 85218
3067479242, 5236
790525084, 1653
1761879967, 22719
925194681, 123687
1984746055, 40782
1081984372, 2293
341220597, 892727
2615377128, 1307951
494162755, 23421
1452823760, 991714
1276280536, 89072
1512685608, 1055926
877323520, 3706
1577075391, 17470
2061469240, 100198
296077342, 161491
3577581691, 38408
1634616879, 1404568
3077991316, 7026
3504124445, 3699
1705675643, 163117
343335750, 77428
1012786059, 1095765
314358000, 148635
1808313290, 858363
2407563286, 4268
2337526526, 131773
256857800, 4859
674015015, 783993
2790286999, 27254
242161302, 46268
1347602273, 486154
2959049135, 31420
2825832131, 347886
1870032781, 19096
2079676129, 1219982
410146653, 85421
3191911912, 273409
2862892905, 9642
457665734, 164963
1623587238, 3583
26690431, 119908
3274153956, 4114
3056414813, 38073
698814248, 111232
2104319078, 32364
2453266053, 9222
306471648, 68699
1639405468, 708202
979647427, 115124
1146112712, 56731
3142541573, 51215
335850446, 1034105
1040861916, 10231
1828026913, 15126
349951664, 491583
2926548203, 1725370
1079787925, 2099
2147020987, 6672
789534826, 526486
331025638, 680664
1474562103, 12601
2405968729, 1161727
1496637897, 701845
376452979, 1939580
1684365136, 7881
968045254, 137064
538419858, 72501
2126641070, 585751
274839077, 171964
2082661457, 59792
808032977, 3959
2693295949, 2990
2363149420, 2860
3066911340, 1069701
581376394, 2245920
415371292, 3196
2610196940, 30046
276211420, 410958
1623002818, 109054
1894388483, 44010
262823944, 34525
2960336531, 25274
1648228629, 166270
105998921, 1215943
1880345090, 13079
372579332, 689950
1806329738, 191377
1454006445, 152794
203499338, 175389
1839163390, 1709661
1417981615, 28918
1341408623, 485049
2241841021, 408808
2131107287, 1564568
2513865542, 3654
360425426, 36138
2083278164, 3164873
1875989873, 15726
1382347555, 24660
21659621, 48615
621466004, 88576
1359783319, 2093785
1393178524, 2096
344762475, 2505
1600327889, 2409
768215306, 2734
687589, 2235045
3265975578, 185563
3740589998, 19776
929156367, 104891
1498466960, 263274
831795542, 1682
1988700921, 278570
3257739079, 404
929010994, 4239
920139790, 47482
371504581, 649166
3023124366, 7319
3092906904, 5016
1137735807, 156383
2146545132, 186371
362555330, 1251328
2530966980, 8470
1369429403, 4552
944292457, 35237
3350038748, 10831
2385556227, 938295
3446589879, 3607000
747047265, 2507558
513262350, 1954
2994245643, 22411
1299304145, 2328699
105469894, 7013221
267026747, 1714
1659711102, 613783
706622912, 273337
945498713, 38148
1136482765, 635708
2051133413, 264377
2857876921, 2098415
446839080, 48291
1372606832, 1445314
2356119546, 365899
1167258173, 377908
1122191049, 466564
493976473, 706469
1919745171, 48255
1530201852, 4487
337914439, 1113583
1238473836, 1861469
2330770558, 8765
3220317578, 3773
2560325526, 23690
965448619, 447487
263461752, 48919
830367603, 2037338
941453057, 443736
1368819913, 1412509
1614831523, 1088117
365929404, 7823
841839862, 1455232
2013440210, 270916
859472827, 8078
2784833474, 8567
1800712794, 344698
411694479, 3662
1553907327, 1626129
338707246, 110304
700247934, 11288
12162952, 513600
1942976763, 609016
3196363098, 523095
1137279649, 459399
2072609137, 10853
1391429653, 1997248
56478239, 180369
1222163230, 3859
1360682155, 496024
2632121807, 3544509
1646272354, 10432
828726831, 17580
1933437429, 404719
1904836348, 17199
1403920949, 6566
761856593, 23777
1371970834, 29638
1935417682, 408051
1831602027, 120258
1606441205, 356925
2014302379, 477222
260767650, 125795
2670686167, 1561392
2150634815, 52715
1877601559, 10618
11013012, 6428571
319048735, 465864
2162777036, 3171286
353919990, 58870
3080729774, 4199
1843789223, 63943
602615680, 1297177
984787295, 65464
659709706, 4308
967121795, 2952108
1764323096, 8378782
2926388874, 1636
305306604, 788966
2019449415, 1094567
1733118064, 295499
1396854445, 381755
2922293844, 1071228
3732614778, 35876
402341264, 3774150
609421829, 12268
1871831179, 1888131
258890842, 200436
1756961963, 36337
1851616332, 1712955
286130067, 630490
3113542007, 2113373
875441636, 24486
473401339, 1436
1321435190, 889888
1462779333, 3706
2057453705, 461570
694367700, 46973
1713636285, 8228
2156736848, 1892199
309933817, 2312613
539174772, 3477
1720348826, 3003017
847271413, 1386004
1499812519, 83986
1702804862, 282651
1013270948, 22114
1396217417, 2162585
936724154, 1261089
1680308811, 29981
1030791351, 144740
459468230, 3391872
3212345043, 351413
2132649261, 10341
1374764460, 5327
1417037990, 1879292
1672125795, 29921
248490526, 1535825
1735360093, 432027
1911714524, 933322
1867833400, 4091187
3535242113, 356789
249881253, 34293
1950884515, 4308
2420887362, 38134
1141433348, 323771
2159939000, 4894
1713827342, 2793
1275876876, 53228
765908502, 15567
866675182, 2725736
1055514649, 3373
1035659180, 15590
435246634, 4674853
1336070562, 13467
2146707893, 465127
2472569597, 51736
2577947344, 361830
2746541000, 243799
968651593, 882213
616407501, 96347
1733503259, 302099
1835566452, 5361109
